id,name,name,diagonal,type,filename
262,Canon,"Canon IXY DIGITAL 300a",6.64003027265611,0,CanonIXY_DIGITAL300a
263,Canon,"Canon IXY DIGITAL 30a",6.64003027265611,0,CanonIXY_DIGITAL30a
264,Canon,"Canon IXY DIGITAL 320",6.64003027265611,0,CanonIXY_DIGITAL320
265,Canon,"Canon IXY DIGITAL 40",7.19200260589179,0,CanonIXY_DIGITAL40
266,Canon,"Canon IXY DIGITAL 400",8.92020177326448,0,CanonIXY_DIGITAL400
267,Canon,"Canon IXY DIGITAL 450",8.92020177326448,0,CanonIXY_DIGITAL450
268,Canon,"Canon IXY DIGITAL 50",7.19200260589179,0,CanonIXY_DIGITAL50
269,Canon,"Canon IXY DIGITAL 500",8.92020177326448,0,CanonIXY_DIGITAL500
270,Canon,"Canon IXY DIGITAL 510 IS",7.78010255986257,0,CanonIXY_DIGITAL510IS
271,Canon,"Canon IXY DIGITAL 55",7.19200260589179,0,CanonIXY_DIGITAL55
272,Canon,"Canon IXY DIGITAL 60",7.19200260589179,0,CanonIXY_DIGITAL60
273,Canon,"Canon IXY DIGITAL 600",8.92020177326448,0,CanonIXY_DIGITAL600
274,Canon,"Canon IXY DIGITAL 70",7.19200260589179,0,CanonIXY_DIGITAL70
275,Canon,"Canon IXY DIGITAL 700",8.92020177326448,0,CanonIXY_DIGITAL700
276,Canon,"Canon IXY DIGITAL 80",7.19200260589179,0,CanonIXY_DIGITAL80
277,Canon,"Canon IXY DIGITAL 800 IS",7.19200260589179,0,CanonIXY_DIGITAL800IS
278,Canon,"Canon IXY DIGITAL 810 IS",7.19200260589179,0,CanonIXY_DIGITAL810IS
279,Canon,"Canon IXY DIGITAL 820 IS",7.78010255986257,0,CanonIXY_DIGITAL820IS
280,Canon,"Canon IXY DIGITAL 830 IS",7.78010255986257,0,CanonIXY_DIGITAL830IS
281,Canon,"Canon IXY DIGITAL 90",7.19200260589179,0,CanonIXY_DIGITAL90
282,Canon,"Canon IXY DIGITAL 900 IS",7.19200260589179,0,CanonIXY_DIGITAL900IS
283,Canon,"Canon IXY DIGITAL 910 IS",7.19200260589179,0,CanonIXY_DIGITAL910IS
284,Canon,"Canon IXY DIGITAL 920 IS",7.78010255986257,0,CanonIXY_DIGITAL920IS
285,Canon,"Canon IXY DIGITAL 930 IS",7.78010255986257,0,CanonIXY_DIGITAL930IS
286,Canon,"Canon IXY DIGITAL 95 IS",7.78010255986257,0,CanonIXY_DIGITAL95IS
287,Canon,"Canon IXY DIGITAL L",7.19200260589179,0,CanonIXY_DIGITAL_L
288,Canon,"Canon IXY DIGITAL L2",7.19200260589179,0,CanonIXY_DIGITAL_L2
289,Canon,"Canon IXY DIGITAL L3",7.19200260589179,0,CanonIXY_DIGITAL_L3
290,Canon,"Canon IXY DIGITAL L4",7.19200260589179,0,CanonIXY_DIGITAL_L4
291,Canon,"Canon IXY DIGITAL WIRELESS",7.19200260589179,0,CanonIXY_DIGITAL_WIRELESS
292,Canon,"Canon IXY DV 3",,2,CanonIXY_DV3
293,Canon,"Canon IXY DV 5",,2,CanonIXY_DV5
294,Canon,"Canon IXY DV M",,2,CanonIXY_DV_M
295,Canon,"Canon IXY DV M3      ",,2,CanonIXY_DV_M3
296,Canon,"Canon IXY DV M5",,2,CanonIXY_DV_M5
297,Canon,"Canon LEGRIA FS19",,2,CanonLEGRIA_FS19
298,Canon,"Canon LEGRIA FS20",,2,CanonLEGRIA_FS20
299,Canon,"Canon LEGRIA FS200",,2,CanonLEGRIA_FS200
300,Canon,"Canon LEGRIA FS21",,2,CanonLEGRIA_FS21
301,Canon,"Canon LEGRIA FS22",,2,CanonLEGRIA_FS22
302,Canon,"Canon LEGRIA FS305",,2,CanonLEGRIA_FS305
303,Canon,"Canon LEGRIA FS306",,2,CanonLEGRIA_FS306
304,Canon,"Canon LEGRIA FS307",,2,CanonLEGRIA_FS307
305,Canon,"Canon LEGRIA FS36",,2,CanonLEGRIA_FS36
306,Canon,"Canon LEGRIA FS37",,2,CanonLEGRIA_FS37
307,Canon,"Canon LEGRIA HF20",,2,CanonLEGRIA_HF20
308,Canon,"Canon LEGRIA HF200",,2,CanonLEGRIA_HF200
309,Canon,"Canon LEGRIA HF21",,2,CanonLEGRIA_HF21
310,Canon,"Canon LEGRIA HF G25",,2,CanonLEGRIA_HF_G25
311,Canon,"Canon LEGRIA HF M306",,2,CanonLEGRIA_HF_M306
312,Canon,"Canon LEGRIA HF M31",,2,CanonLEGRIA_HF_M31
313,Canon,"Canon LEGRIA HF M36",,2,CanonLEGRIA_HF_M36
314,Canon,"Canon LEGRIA HF R106",,2,CanonLEGRIA_HF_R106
315,Canon,"Canon LEGRIA HF R16",,2,CanonLEGRIA_HF_R16
316,Canon,"Canon LEGRIA HF R17",,2,CanonLEGRIA_HF_R17
317,Canon,"Canon LEGRIA HF R18",,2,CanonLEGRIA_HF_R18
318,Canon,"Canon LEGRIA HF S10",,2,CanonLEGRIA_HF_S10
319,Canon,"Canon LEGRIA HF S100",,2,CanonLEGRIA_HF_S100
320,Canon,"Canon LEGRIA HF S20",,2,CanonLEGRIA_HF_S20
321,Canon,"Canon LEGRIA HF S200",,2,CanonLEGRIA_HF_S200
322,Canon,"Canon LEGRIA HF S21",,2,CanonLEGRIA_HF_S21
323,Canon,"Canon LEGRIA HV40",,2,CanonLEGRIA_HV40
324,Canon,"Canon MD130",,2,CanonMD130
325,Canon,"Canon MD140",,2,CanonMD140
326,Canon,"Canon MD150",,2,CanonMD150
327,Canon,"Canon MD160",,2,CanonMD160
328,Canon,"Canon MD255",,2,CanonMD255
329,Canon,"Canon MV5i MC",,2,CanonMV5iMC
330,Canon,"Canon MV630i",,2,CanonMV630i
331,Canon,"Canon MV650i",,2,CanonMV650i
332,Canon,"Canon MV6i MC",,2,CanonMV6iMC
333,Canon,"Canon MV730i         ",,2,CanonMV730i
334,Canon,"Canon MV750i         ",,2,CanonMV750i
335,Canon,"Canon MV830(i)       ",,2,CanonMV830
336,Canon,"Canon MV850i         ",,2,CanonMV850i
337,Canon,"Canon MV880X(i)      ",,2,CanonMV880X
338,Canon,"Canon MV930",,2,CanonMV930
339,Canon,"Canon MV940",,2,CanonMV940
340,Canon,"Canon MV950",,2,CanonMV950
341,Canon,"Canon MV960",,2,CanonMV960
342,Canon,"Canon MVX100i",,2,CanonMVX100i
343,Canon,"Canon MVX10i         ",,2,CanonMVX10i
344,Canon,"Canon MVX150i",,2,CanonMVX150i
345,Canon,"Canon MVX1S",,2,CanonMVX1S
346,Canon,"Canon MVX200(i)      ",,2,CanonMVX200
347,Canon,"Canon MVX20i         ",,2,CanonMVX20i
348,Canon,"Canon MVX250i        ",,2,CanonMVX250i
349,Canon,"Canon MVX25i         ",,2,CanonMVX25i
350,Canon,"Canon MVX2i",,2,CanonMVX2i
351,Canon,"Canon MVX300         ",,2,CanonMVX300
